分拣中心,日期,货量
SC18,2023-11-20,5260
SC18,2023-11-21,5857
SC18,2023-11-22,5433
SC18,2023-11-23,5859
SC18,2023-11-24,5433
SC18,2023-11-25,5993
SC18,2023-11-26,5262
SC18,2023-11-27,5095
SC18,2023-11-28,5240
SC18,2023-11-29,5347
SC18,2023-11-30,6109
SC40,2023-08-01,3152
SC40,2023-08-02,2909
SC40,2023-08-03,2788
SC40,2023-08-04,2732
SC40,2023-08-05,2616
SC40,2023-08-06,2549
SC40,2023-08-07,2711
SC40,2023-08-08,2841
SC40,2023-08-09,2805
SC40,2023-08-10,2750
SC40,2023-08-11,2860
SC40,2023-08-12,2779
SC40,2023-08-13,2598
SC40,2023-08-14,2738
SC40,2023-08-15,2877
SC40,2023-08-16,2895
SC40,2023-08-17,2830
SC40,2023-08-18,2989
SC40,2023-08-19,2893
SC40,2023-08-20,2617
SC40,2023-08-21,2899
SC40,2023-08-22,2683
SC40,2023-08-23,2904
SC40,2023-08-24,3118
SC40,2023-08-25,3110
SC40,2023-08-26,2822
SC40,2023-08-27,2831
SC40,2023-08-28,2902
SC40,2023-08-29,2906
SC40,2023-08-30,2773
SC40,2023-08-31,2950
SC40,2023-09-01,4211
SC40,2023-09-02,3278
SC40,2023-09-03,3236
SC40,2023-09-04,3254
SC40,2023-09-05,3188
SC40,2023-09-06,3482
SC40,2023-09-07,4126
SC40,2023-09-08,3511
SC40,2023-09-09,3348
SC40,2023-09-10,2829
SC40,2023-09-11,3220
SC40,2023-09-12,3366
SC40,2023-09-13,3343
SC40,2023-09-14,3281
SC40,2023-09-15,3002
SC40,2023-09-16,3010
SC40,2023-09-17,3010
SC40,2023-09-18,3175
SC40,2023-09-19,3196
SC40,2023-09-20,3327
SC40,2023-09-21,3405
SC40,2023-09-22,3465
SC40,2023-09-23,3426
SC40,2023-09-24,3146
SC40,2023-09-25,3335
SC40,2023-09-26,3531
SC40,2023-09-27,3380
SC40,2023-09-28,3268
SC40,2023-09-29,3196
SC40,2023-09-30,3096
SC40,2023-10-01,2983
SC40,2023-10-02,2772
SC40,2023-10-03,2828
SC40,2023-10-04,2780
SC40,2023-10-05,2717
SC40,2023-10-06,2924
SC40,2023-10-07,2965
SC40,2023-10-08,3020
SC40,2023-10-09,2858
SC40,2023-10-10,2889
SC40,2023-10-11,2903
SC40,2023-10-12,2790
SC40,2023-10-13,2815
SC40,2023-10-14,2754
SC40,2023-10-15,2726
SC40,2023-10-16,2957
SC40,2023-10-17,2913
SC40,2023-10-18,2839
SC40,2023-10-19,3556
SC40,2023-10-20,3760
SC40,2023-10-21,3050
SC40,2023-10-22,2659
SC40,2023-10-23,4498
SC40,2023-10-24,7203
SC40,2023-10-25,4174
SC40,2023-10-26,4006
SC40,2023-10-27,4398
SC40,2023-10-28,4123
SC40,2023-10-29,3549
SC40,2023-10-30,3579
SC40,2023-10-31,5053
SC40,2023-11-02,6550
SC40,2023-11-03,3973
SC40,2023-11-04,3946
SC40,2023-11-05,3954
SC40,2023-11-06,3847
SC40,2023-11-07,4274
SC40,2023-11-08,4347
SC40,2023-11-09,3783
SC40,2023-11-10,5510
SC40,2023-11-12,6753
SC40,2023-11-13,3395
SC40,2023-11-14,2872
SC40,2023-11-15,2662
SC40,2023-11-16,2667
SC40,2023-11-17,2581
SC40,2023-11-18,2595
SC40,2023-11-19,2609
SC40,2023-11-20,2859
SC40,2023-11-21,2901
SC40,2023-11-22,2811
SC40,2023-11-23,2919
SC40,2023-11-24,2804
SC40,2023-11-25,2745
SC40,2023-11-26,2637
SC40,2023-11-27,2933
SC40,2023-11-28,2929
SC40,2023-11-29,2882
SC40,2023-11-30,3211
SC14,2023-08-04,1789
SC14,2023-08-05,1576
SC14,2023-08-06,1333
SC14,2023-08-07,1784
SC14,2023-08-08,1547
SC14,2023-08-09,1644
SC14,2023-08-10,1728
SC14,2023-08-11,1572
SC14,2023-08-12,1408
SC14,2023-08-13,1538
SC14,2023-08-14,1573
SC14,2023-08-15,1571
SC14,2023-08-16,1659
SC14,2023-08-17,1594
SC14,2023-08-18,1462
SC14,2023-08-19,1368
SC14,2023-08-20,1359
SC14,2023-08-21,1393
SC14,2023-08-22,1517
SC14,2023-08-23,1450
SC14,2023-08-24,1469
SC14,2023-08-25,1477
SC14,2023-08-26,1496
SC14,2023-08-27,1627
SC14,2023-08-28,1832
SC14,2023-08-29,1993
SC14,2023-08-30,1900
SC14,2023-08-31,1773
SC14,2023-09-01,1461
SC14,2023-09-02,1358
SC14,2023-09-03,1403
SC14,2023-09-04,1455
SC14,2023-09-05,1032
SC14,2023-09-06,1273
SC14,2023-09-07,1125
SC14,2023-09-08,1186
SC14,2023-09-09,1115
SC14,2023-09-10,1267
SC14,2023-09-11,1598
SC14,2023-09-12,1365
SC14,2023-09-13,1322
SC14,2023-09-14,1486
SC14,2023-09-15,1475
SC14,2023-09-16,1729
SC14,2023-09-17,1698
SC14,2023-09-18,1981
SC14,2023-09-19,1730
SC14,2023-09-20,1716
SC14,2023-09-21,1768
SC14,2023-09-22,1865
SC14,2023-09-23,1796
SC14,2023-09-24,1723
SC14,2023-09-25,1869
SC14,2023-09-26,1631
SC14,2023-09-27,1368
SC14,2023-09-28,1675
SC14,2023-09-29,1758
SC14,2023-09-30,1768
SC14,2023-10-01,1601
SC14,2023-10-02,1299
SC14,2023-10-03,1202
SC14,2023-10-04,1212
SC14,2023-10-05,1138
SC14,2023-10-06,1118
SC14,2023-10-07,1097
SC14,2023-10-08,1010
SC14,2023-10-09,1114
SC14,2023-10-10,1068
SC14,2023-10-11,1022
SC14,2023-10-12,1369
SC14,2023-10-13,1268
SC14,2023-10-14,1242
SC14,2023-10-15,1254
SC14,2023-10-16,1448
SC14,2023-10-17,1321
SC14,2023-10-18,1447
SC14,2023-10-19,1262
SC14,2023-10-20,1299
SC14,2023-10-21,1318
SC14,2023-10-22,1254
SC14,2023-10-23,1397
SC14,2023-10-24,1491
SC14,2023-10-25,1535
SC14,2023-10-26,1432
SC14,2023-10-27,1430
SC14,2023-10-28,1357
SC14,2023-10-29,1254
SC14,2023-10-30,1690
SC14,2023-10-31,1669
SC14,2023-11-01,1513
SC14,2023-11-02,1661
SC14,2023-11-03,1593
SC14,2023-11-04,1195
SC14,2023-11-05,1152
SC14,2023-11-06,1301
SC14,2023-11-07,1252
SC14,2023-11-08,1154
SC14,2023-11-09,1226
SC14,2023-11-10,1376
SC14,2023-11-11,1521
SC14,2023-11-12,1575
SC14,2023-11-13,1360
SC14,2023-11-14,1396
SC14,2023-11-15,1518
SC14,2023-11-16,1656
SC14,2023-11-17,1695
SC14,2023-11-18,1388
SC14,2023-11-19,1214
SC14,2023-11-20,1382
SC14,2023-11-21,1391
SC14,2023-11-22,1498
SC14,2023-11-23,1473
SC14,2023-11-24,1478
SC14,2023-11-25,1363
SC14,2023-11-26,1392
SC14,2023-11-27,1592
SC14,2023-11-28,1510
SC14,2023-11-29,1653
SC14,2023-11-30,1791
SC9,2023-08-01,22661
SC9,2023-08-02,23978
SC9,2023-08-03,21736
SC9,2023-08-04,23468
SC9,2023-08-05,23455
SC9,2023-08-06,21237
SC9,2023-08-07,20769
SC9,2023-08-08,20373
SC9,2023-08-09,21955
SC9,2023-08-10,22401
SC9,2023-08-11,22876
SC9,2023-08-12,22860
SC9,2023-08-13,21494
SC9,2023-08-14,19898
SC9,2023-08-15,22928
SC9,2023-08-16,22871
SC9,2023-08-17,24454
SC9,2023-08-18,24565
SC9,2023-08-19,24661
SC9,2023-08-20,24379
SC9,2023-08-21,23873
SC9,2023-08-22,24929
SC9,2023-08-23,24792
SC9,2023-08-24,25156
SC9,2023-08-25,25128
SC9,2023-08-26,24891
SC9,2023-08-27,25032
SC9,2023-08-28,25117
SC9,2023-08-29,26296
SC9,2023-08-30,26899
SC9,2023-08-31,27900
SC9,2023-09-01,28901
SC9,2023-09-02,28156
SC9,2023-09-03,26530
SC9,2023-09-04,24795
SC9,2023-09-05,26663
SC9,2023-09-06,27234
SC9,2023-09-07,30018
SC9,2023-09-08,28026
SC9,2023-09-09,27703
SC9,2023-09-10,25849
SC9,2023-09-11,24865
SC9,2023-09-12,25190
SC9,2023-09-13,26303
SC9,2023-09-14,28898
SC9,2023-09-15,27571
SC9,2023-09-16,26674
SC9,2023-09-17,27136
SC9,2023-09-18,26538
SC9,2023-09-19,28322
SC9,2023-09-20,29824
SC9,2023-09-21,30611
SC9,2023-09-22,31588
SC9,2023-09-23,31875
SC9,2023-09-24,31506
SC9,2023-09-25,32613
SC9,2023-09-26,35047
SC9,2023-09-27,35476
SC9,2023-09-28,32419
SC9,2023-09-29,25217
SC9,2023-09-30,28463
SC9,2023-10-01,26052
SC9,2023-10-02,22658
SC9,2023-10-03,21998
SC9,2023-10-04,20196
SC9,2023-10-05,22050
SC9,2023-10-06,21146
SC9,2023-10-07,23873
SC9,2023-10-08,23842
SC9,2023-10-09,24831
SC9,2023-10-10,23608
SC9,2023-10-11,24550
SC9,2023-10-12,23907
SC9,2023-10-13,24113
SC9,2023-10-14,23362
SC9,2023-10-15,23050
SC9,2023-10-16,23119
SC9,2023-10-17,23892
SC9,2023-10-18,24738
SC9,2023-10-19,25047
SC9,2023-10-20,26272
SC9,2023-10-21,25961
SC9,2023-10-22,23046
SC9,2023-10-23,24762
SC9,2023-10-24,37390
SC9,2023-10-25,33773
SC9,2023-10-26,31417
SC9,2023-10-27,31237
SC9,2023-10-28,29346
SC9,2023-10-29,27872
SC9,2023-10-30,26061
SC9,2023-10-31,31161
SC9,2023-11-02,45766
SC9,2023-11-03,36113
SC9,2023-11-04,33688
SC9,2023-11-05,31450
SC9,2023-11-06,31267
SC9,2023-11-07,31477
SC9,2023-11-08,33980
SC9,2023-11-09,33780
SC9,2023-11-10,34896
SC9,2023-11-13,39432
SC9,2023-11-14,32350
SC9,2023-11-15,28380
SC9,2023-11-16,30952
SC9,2023-11-17,28056
SC9,2023-11-18,28137
SC9,2023-11-19,26115
SC9,2023-11-20,25850
SC9,2023-11-21,26610
SC9,2023-11-22,26973
SC9,2023-11-23,27087
SC9,2023-11-24,26816
SC9,2023-11-25,26875
SC9,2023-11-26,25921
SC9,2023-11-27,25170
SC9,2023-11-28,26305
SC9,2023-11-29,27254
SC9,2023-11-30,27331
SC23,2023-08-01,1944
SC23,2023-08-02,1857
SC23,2023-08-03,1903
SC23,2023-08-04,1701
SC23,2023-08-05,1716
SC23,2023-08-06,1640
SC23,2023-08-07,1625
SC23,2023-08-08,1661
SC23,2023-08-09,1828
SC23,2023-08-10,1624
SC23,2023-08-11,1529
SC23,2023-08-12,1583
SC23,2023-08-13,1455
SC23,2023-08-14,1487
SC23,2023-08-15,1458
SC23,2023-08-16,1612
SC23,2023-08-17,1689
SC23,2023-08-18,1738
SC23,2023-08-19,1869
SC23,2023-08-20,1881
SC23,2023-08-21,2133
SC23,2023-08-22,1552
SC23,2023-08-23,1469
SC23,2023-08-24,1541
SC23,2023-08-25,1469
SC23,2023-08-26,1406
SC23,2023-08-27,1364
SC23,2023-08-28,1503
SC23,2023-08-29,1413
SC23,2023-08-30,1440
SC23,2023-08-31,1441
SC23,2023-09-01,1701
SC23,2023-09-02,1621
SC23,2023-09-03,1582
SC23,2023-09-04,1667
SC23,2023-09-05,1654
SC23,2023-09-06,1761
SC23,2023-09-07,1753
SC23,2023-09-08,1612
SC23,2023-09-09,1592
SC23,2023-09-10,1477
SC23,2023-09-11,1595
SC23,2023-09-12,1639
SC23,2023-09-13,1895
SC23,2023-09-14,1990
SC23,2023-09-15,2240
SC23,2023-09-16,2345
SC23,2023-09-17,2497
SC23,2023-09-18,2662
SC23,2023-09-19,2698
SC23,2023-09-20,2665
SC23,2023-09-21,2722
SC23,2023-09-22,2766
SC23,2023-09-23,2867
SC23,2023-09-24,3014
SC23,2023-09-25,3500
SC23,2023-09-26,3948
SC23,2023-09-27,3704
SC23,2023-09-28,3161
SC23,2023-09-29,2944
SC23,2023-09-30,2862
SC23,2023-10-01,2867
SC23,2023-10-02,2754
SC23,2023-10-03,2700
SC23,2023-10-04,2669
SC23,2023-10-05,2919
SC23,2023-10-06,2892
SC23,2023-10-07,3016
SC23,2023-10-08,2996
SC23,2023-10-09,2967
SC23,2023-10-10,3046
SC23,2023-10-11,3044
SC23,2023-10-12,3245
SC23,2023-10-13,3102
SC23,2023-10-14,3183
SC23,2023-10-15,2945
SC23,2023-10-16,3112
SC23,2023-10-17,3084
SC23,2023-10-18,3107
SC23,2023-10-19,3239
SC23,2023-10-20,3196
SC23,2023-10-21,3142
SC23,2023-10-22,2883
SC23,2023-10-23,3655
SC23,2023-10-24,4970
SC23,2023-10-25,4129
SC23,2023-10-26,3998
SC23,2023-10-27,3807
SC23,2023-10-28,3587
SC23,2023-10-29,3399
SC23,2023-10-30,3459
SC23,2023-10-31,5377
SC23,2023-11-02,4673
SC23,2023-11-03,4257
SC23,2023-11-04,4219
SC23,2023-11-05,3925
SC23,2023-11-06,3824
SC23,2023-11-07,4032
SC23,2023-11-08,3904
SC23,2023-11-09,3877
SC23,2023-11-10,5422
SC23,2023-11-12,6007
SC23,2023-11-13,3989
SC23,2023-11-14,3625
SC23,2023-11-15,3726
SC23,2023-11-16,3861
SC23,2023-11-17,4258
SC23,2023-11-18,4116
SC23,2023-11-19,3702
SC23,2023-11-20,3686
SC23,2023-11-21,3526
SC23,2023-11-22,3588
SC23,2023-11-23,3480
SC23,2023-11-24,3592
SC23,2023-11-25,3573
SC23,2023-11-26,3520
SC23,2023-11-27,3601
SC23,2023-11-28,3521
SC23,2023-11-29,3597
SC23,2023-11-30,3812
SC8,2023-08-01,35424
SC8,2023-08-02,37991
SC8,2023-08-03,34293
SC8,2023-08-04,36149
SC8,2023-08-05,34863
SC8,2023-08-06,33965
SC8,2023-08-07,33355
SC8,2023-08-08,34315
SC8,2023-08-09,37743
SC8,2023-08-10,36412
SC8,2023-08-11,35610
SC8,2023-08-12,35964
SC8,2023-08-13,31452
SC8,2023-08-14,33921
SC8,2023-08-15,37363
SC8,2023-08-16,37239
SC8,2023-08-17,38442
SC8,2023-08-18,38259
SC8,2023-08-19,36712
SC8,2023-08-20,33934
SC8,2023-08-21,35774
SC8,2023-08-22,39607
SC8,2023-08-23,36804
SC8,2023-08-24,37737
SC8,2023-08-25,39582
SC8,2023-08-26,38881
SC8,2023-08-27,35902
SC8,2023-08-28,35202
SC8,2023-08-29,38305
SC8,2023-08-30,39018
SC8,2023-08-31,39356
SC8,2023-09-01,41064
SC8,2023-09-02,41441
SC8,2023-09-03,38362
SC8,2023-09-04,37162
SC8,2023-09-05,39854
SC8,2023-09-06,40843
SC8,2023-09-07,45573
SC8,2023-09-08,42719
SC8,2023-09-09,40997
SC8,2023-09-10,37715
SC8,2023-09-11,36114
SC8,2023-09-12,40295
SC8,2023-09-13,39794
SC8,2023-09-14,40130
SC8,2023-09-15,38936
SC8,2023-09-16,40688
SC8,2023-09-17,38794
SC8,2023-09-18,38882
SC8,2023-09-19,43466
SC8,2023-09-20,43651
SC8,2023-09-21,42331
SC8,2023-09-22,41020
SC8,2023-09-23,47104
SC8,2023-09-24,42113
SC8,2023-09-25,43486
SC8,2023-09-26,46361
SC8,2023-09-27,45342
SC8,2023-09-28,40429
SC8,2023-09-29,31844
SC8,2023-09-30,28148
SC8,2023-10-01,25988
SC8,2023-10-02,24292
SC8,2023-10-03,22773
SC8,2023-10-04,26244
SC8,2023-10-05,28822
SC8,2023-10-06,32742
SC8,2023-10-07,34547
SC8,2023-10-08,38813
SC8,2023-10-09,40003
SC8,2023-10-10,39283
SC8,2023-10-11,37716
SC8,2023-10-12,37973
SC8,2023-10-13,37027
SC8,2023-10-14,37719
SC8,2023-10-15,35611
SC8,2023-10-16,38746
SC8,2023-10-17,41628
SC8,2023-10-18,38033
SC8,2023-10-19,39265
SC8,2023-10-20,40996
SC8,2023-10-21,39777
SC8,2023-10-22,34968
SC8,2023-10-23,37649
SC8,2023-10-24,54150
SC8,2023-10-25,56113
SC8,2023-10-26,48415
SC8,2023-10-27,47072
SC8,2023-10-28,46289
SC8,2023-10-29,41422
SC8,2023-10-30,40632
SC8,2023-10-31,44403
SC8,2023-11-02,68683
SC8,2023-11-03,56926
SC8,2023-11-04,55326
SC8,2023-11-05,51078
SC8,2023-11-06,47261
SC8,2023-11-07,47844
SC8,2023-11-08,50339
SC8,2023-11-09,48713
SC8,2023-11-10,50514
SC8,2023-11-13,56124
SC8,2023-11-14,47671
SC8,2023-11-15,45233
SC8,2023-11-16,43219
SC8,2023-11-17,43531
SC8,2023-11-18,41268
SC8,2023-11-19,36674
SC8,2023-11-20,37179
SC8,2023-11-21,41143
SC8,2023-11-22,39160
SC8,2023-11-23,37469
SC8,2023-11-24,39089
SC8,2023-11-25,36901
SC8,2023-11-26,35500
SC8,2023-11-27,36116
SC8,2023-11-28,39110
SC8,2023-11-29,38972
SC8,2023-11-30,38769
SC32,2023-08-01,3817
SC32,2023-08-02,3498
SC32,2023-08-03,3217
SC32,2023-08-04,2909
SC32,2023-08-05,2856
SC32,2023-08-06,2524
SC32,2023-08-07,2793
SC32,2023-08-08,2962
SC32,2023-08-09,3138
SC32,2023-08-10,2778
SC32,2023-08-11,3429
SC32,2023-08-12,2792
SC32,2023-08-13,2558
SC32,2023-08-14,2599
SC32,2023-08-15,2906
SC32,2023-08-16,3507
SC32,2023-08-17,2782
SC32,2023-08-18,2829
SC32,2023-08-19,2733
SC32,2023-08-20,2306
SC32,2023-08-21,3114
SC32,2023-08-22,3232
SC32,2023-08-23,2988
SC32,2023-08-24,3712
SC32,2023-08-25,4040
SC32,2023-08-26,2872
SC32,2023-08-27,3544
SC32,2023-08-28,3838
SC32,2023-08-29,3247
SC32,2023-08-30,2609
SC32,2023-08-31,2522
SC32,2023-09-02,4187
SC32,2023-09-03,3262
SC32,2023-09-04,3487
SC32,2023-09-05,3978
SC32,2023-09-06,4225
SC32,2023-09-08,4408
SC32,2023-09-09,3787
SC32,2023-09-10,3050
SC32,2023-09-11,3114
SC32,2023-09-12,3860
SC32,2023-09-13,3725
SC32,2023-09-14,5148
SC32,2023-09-15,4577
SC32,2023-09-16,3107
SC32,2023-09-17,3337
SC32,2023-09-18,3722
SC32,2023-09-19,4256
SC32,2023-09-20,4533
SC32,2023-09-21,4144
SC32,2023-09-22,4070
SC32,2023-09-23,3851
SC32,2023-09-24,3657
SC32,2023-09-25,3317
SC32,2023-09-26,4232
SC32,2023-09-27,3683
SC32,2023-09-28,3212
SC32,2023-09-29,2340
SC32,2023-09-30,1751
SC32,2023-10-01,1836
SC32,2023-10-02,1585
SC32,2023-10-03,1737
SC32,2023-10-04,1662
SC32,2023-10-05,1719
SC32,2023-10-06,1908
SC32,2023-10-07,2222
SC32,2023-10-08,2421
SC32,2023-10-09,2716
SC32,2023-10-10,2297
SC32,2023-10-11,2393
SC32,2023-10-12,2388
SC32,2023-10-13,2388
SC32,2023-10-14,2170
SC32,2023-10-15,2271
SC32,2023-10-16,2615
SC32,2023-10-17,2530
SC32,2023-10-18,2519
SC32,2023-10-19,2660
SC32,2023-10-20,2925
SC32,2023-10-21,2156
SC32,2023-10-22,1568
SC32,2023-10-23,2882
SC32,2023-10-24,5667
SC32,2023-10-25,3745
SC32,2023-10-26,2869
SC32,2023-10-27,2518
SC32,2023-10-28,2250
SC32,2023-10-29,1917
SC32,2023-10-30,2865
SC32,2023-10-31,3481
SC32,2023-11-03,4369
SC32,2023-11-04,3352
SC32,2023-11-05,2312
SC32,2023-11-06,2431
SC32,2023-11-07,2955
SC32,2023-11-08,2864
SC32,2023-11-09,2832
SC32,2023-11-10,4244
SC32,2023-11-13,3521
SC32,2023-11-14,2031
SC32,2023-11-15,1737
SC32,2023-11-16,1909
SC32,2023-11-17,2126
SC32,2023-11-18,1665
SC32,2023-11-19,1536
SC32,2023-11-20,1846
SC32,2023-11-21,2067
SC32,2023-11-22,1965
SC32,2023-11-23,2340
SC32,2023-11-24,2187
SC32,2023-11-25,1469
SC32,2023-11-26,1363
SC32,2023-11-27,1946
SC32,2023-11-28,1962
SC32,2023-11-29,2188
SC32,2023-11-30,2788
SC49,2023-08-01,5378
SC49,2023-08-02,5712
SC49,2023-08-03,5753
SC49,2023-08-04,6371
SC49,2023-08-05,6183
SC49,2023-08-06,5699
SC49,2023-08-07,5781
SC49,2023-08-08,6142
SC49,2023-08-09,6900
SC49,2023-08-10,6311
SC49,2023-08-11,6619
SC49,2023-08-12,6079
SC49,2023-08-13,5521
SC49,2023-08-14,5590
SC49,2023-08-15,5771
SC49,2023-08-16,6698
SC49,2023-08-17,6248
SC49,2023-08-18,6336
SC49,2023-08-19,6106
SC49,2023-08-20,5977
SC49,2023-08-21,6473
SC49,2023-08-22,6195
SC49,2023-08-23,6534
SC49,2023-08-24,6276
SC49,2023-08-25,6434
SC49,2023-08-26,6183
SC49,2023-08-27,5973
SC49,2023-08-28,5752
SC49,2023-08-29,6382
SC49,2023-08-30,6370
SC49,2023-08-31,6566
SC49,2023-09-01,6812
SC49,2023-09-02,7341
SC49,2023-09-03,6804
SC49,2023-09-04,6862
SC49,2023-09-05,7137
SC49,2023-09-06,7017
SC49,2023-09-07,7704
SC49,2023-09-08,7637
SC49,2023-09-09,6976
SC49,2023-09-10,6904
SC49,2023-09-11,6514
SC49,2023-09-12,6671
SC49,2023-09-13,6861
SC49,2023-09-14,7105
SC49,2023-09-15,7555
SC49,2023-09-16,7662
SC49,2023-09-17,7128
SC49,2023-09-18,6914
SC49,2023-09-19,7062
SC49,2023-09-20,7423
SC49,2023-09-21,7829
SC49,2023-09-22,7858
SC49,2023-09-23,7668
SC49,2023-09-24,7573
SC49,2023-09-25,7644
SC49,2023-09-26,8326
SC49,2023-09-27,8320
SC49,2023-09-28,8271
SC49,2023-09-29,6168
SC49,2023-09-30,6824
SC49,2023-10-01,6083
SC49,2023-10-02,6275
SC49,2023-10-03,5472
SC49,2023-10-04,5612
SC49,2023-10-05,6343
SC49,2023-10-06,6242
SC49,2023-10-07,6529
SC49,2023-10-08,7155
SC49,2023-10-09,7435
SC49,2023-10-10,7427
SC49,2023-10-11,6779
SC49,2023-10-12,6724
SC49,2023-10-13,6411
SC49,2023-10-14,5764
SC49,2023-10-15,5471
SC49,2023-10-16,5796
SC49,2023-10-17,5862
SC49,2023-10-18,6283
SC49,2023-10-19,6054
SC49,2023-10-20,6163
SC49,2023-10-21,5862
SC49,2023-10-22,5534
SC49,2023-10-23,5803
SC49,2023-10-24,7862
SC49,2023-10-25,9001
SC49,2023-10-26,7337
SC49,2023-10-27,7215
SC49,2023-10-28,6891
SC49,2023-10-29,6400
SC49,2023-10-30,5939
SC49,2023-10-31,7209
SC49,2023-11-03,8851
SC49,2023-11-04,7662
SC49,2023-11-05,7668
SC49,2023-11-06,7385
SC49,2023-11-07,7848
SC49,2023-11-08,8064
SC49,2023-11-09,7916
SC49,2023-11-10,7805
SC49,2023-11-13,9144
SC49,2023-11-14,8572
SC49,2023-11-15,7560
SC49,2023-11-16,7245
SC49,2023-11-17,6918
SC49,2023-11-18,6798
SC49,2023-11-19,6146
SC49,2023-11-20,6467
SC49,2023-11-21,6676
SC49,2023-11-22,6799
SC49,2023-11-23,6378
SC49,2023-11-24,6767
SC49,2023-11-25,6174
SC49,2023-11-26,6031
SC49,2023-11-27,6133
SC49,2023-11-28,6384
SC49,2023-11-29,6273
SC49,2023-11-30,6439
SC36,2023-08-01,846
SC36,2023-08-02,740
SC36,2023-08-03,643
SC36,2023-08-04,699
SC36,2023-08-05,670
SC36,2023-08-06,627
SC36,2023-08-07,565
SC36,2023-08-08,595
SC36,2023-08-09,660
SC36,2023-08-10,841
SC36,2023-08-11,652
SC36,2023-08-12,544
SC36,2023-08-13,569
SC36,2023-08-14,574
SC36,2023-08-15,762
SC36,2023-08-16,669
SC36,2023-08-17,590
SC36,2023-08-18,658
SC36,2023-08-19,520
SC36,2023-08-20,461
SC36,2023-08-21,660
SC36,2023-08-22,610
SC36,2023-08-23,801
SC36,2023-08-24,601
SC36,2023-08-25,759
SC36,2023-08-26,561
SC36,2023-08-27,595
SC36,2023-08-28,709
SC36,2023-08-29,818
SC36,2023-08-30,1171
SC36,2023-08-31,1189
SC36,2023-09-01,1318
SC36,2023-09-02,940
SC36,2023-09-03,943
SC36,2023-09-04,1076
SC36,2023-09-05,972
SC36,2023-09-06,892
SC36,2023-09-07,1216
SC36,2023-09-08,967
SC36,2023-09-09,862
SC36,2023-09-10,819
SC36,2023-09-11,708
SC36,2023-09-12,805
SC36,2023-09-13,1006
SC36,2023-09-14,764
SC36,2023-09-15,851
SC36,2023-09-16,549
SC36,2023-09-17,603
SC36,2023-09-18,621
SC36,2023-09-19,563
SC36,2023-09-20,1019
SC36,2023-09-21,808
SC36,2023-09-22,930
SC36,2023-09-23,505
SC36,2023-09-24,718
SC36,2023-09-25,907
SC36,2023-09-26,642
SC36,2023-09-27,616
SC36,2023-09-28,393
SC36,2023-09-29,207
SC36,2023-09-30,205
SC36,2023-10-01,311
SC36,2023-10-02,238
SC36,2023-10-03,233
SC36,2023-10-04,315
SC36,2023-10-05,455
SC36,2023-10-06,470
SC36,2023-10-07,611
SC36,2023-10-08,780
SC36,2023-10-09,565
SC36,2023-10-10,652
SC36,2023-10-11,671
SC36,2023-10-12,586
SC36,2023-10-13,632
SC36,2023-10-14,425
SC36,2023-10-15,529
SC36,2023-10-16,482
SC36,2023-10-17,758
SC36,2023-10-18,659
SC36,2023-10-19,377
SC36,2023-10-20,379
SC36,2023-10-21,390
SC36,2023-10-22,363
SC36,2023-10-23,632
SC36,2023-10-24,618
SC36,2023-10-25,778
SC36,2023-10-26,916
SC36,2023-10-27,656
SC36,2023-10-28,612
SC36,2023-10-29,478
SC36,2023-10-30,578
SC36,2023-10-31,906
SC36,2023-11-02,1189
SC36,2023-11-03,1210
SC36,2023-11-04,793
SC36,2023-11-05,785
SC36,2023-11-06,758
SC36,2023-11-07,862
SC36,2023-11-08,913
SC36,2023-11-09,858
SC36,2023-11-10,1084
SC36,2023-11-12,1389
SC36,2023-11-13,597
SC36,2023-11-14,579
SC36,2023-11-15,630
SC36,2023-11-16,650
SC36,2023-11-17,590
SC36,2023-11-18,474
SC36,2023-11-19,572
SC36,2023-11-20,482
SC36,2023-11-21,623
SC36,2023-11-22,695
SC36,2023-11-23,666
SC36,2023-11-24,543
SC36,2023-11-25,376
SC36,2023-11-26,499
SC36,2023-11-27,613
SC36,2023-11-28,653
SC36,2023-11-29,773
SC36,2023-11-30,788
SC27,2023-08-01,4179
SC27,2023-08-02,4025
SC27,2023-08-03,4065
SC27,2023-08-04,4080
SC27,2023-08-05,4012
SC27,2023-08-06,3640
SC27,2023-08-07,3966
SC27,2023-08-08,3893
SC27,2023-08-09,4086
SC27,2023-08-10,3974
SC27,2023-08-11,3839
SC27,2023-08-12,3905
SC27,2023-08-13,3533
SC27,2023-08-14,4015
SC27,2023-08-15,3981
SC27,2023-08-16,3989
SC27,2023-08-17,3941
SC27,2023-08-18,3741
SC27,2023-08-19,3827
SC27,2023-08-20,3711
SC27,2023-08-21,4019
SC27,2023-08-22,3749
SC27,2023-08-23,4070
SC27,2023-08-24,4464
SC27,2023-08-25,4441
SC27,2023-08-26,4087
SC27,2023-08-27,3808
SC27,2023-08-28,4090
SC27,2023-08-29,3848
SC27,2023-08-30,3806
SC27,2023-08-31,3878
SC27,2023-09-01,5638
SC27,2023-09-02,4408
SC27,2023-09-03,4012
SC27,2023-09-04,4283
SC27,2023-09-05,4130
SC27,2023-09-06,4714
SC27,2023-09-07,5274
SC27,2023-09-08,4639
SC27,2023-09-09,4846
SC27,2023-09-10,3995
SC27,2023-09-11,4332
SC27,2023-09-12,4228
SC27,2023-09-13,4499
