Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
2004-10-17 00:00:00;23:00:00;;986.75;;8.12342212;904.25;;807.75;;1344.25;902.75;15.45000029;60.64999962;1.057442119
2004-10-18 00:00:00;00:00:00;;880;;5.420916013;784.25;;921.75;;1251.75;781;15.79999995;59.89999962;1.067640003
2004-10-18 00:00:00;01:00:00;;855.5;;4.382794692;731.5;;988.25;;1247.25;714.25;14.75;64.32499886;1.072979126
2004-10-18 00:00:00;02:00:00;;787.5;;2.411753501;613.5;;1115.5;;1176.75;625.25;14.75000048;64.67500019;1.078817388
2004-10-18 00:00:00;03:00:00;;760.25;;1.625242727;555;;1225.75;;1157.5;567.75;13.75;67.60000038;1.05814806
2004-10-18 00:00:00;04:00:00;;776.75;;1.814279264;570;;1190.75;;1167;615.5;14.5;65;1.067185496
2004-10-18 00:00:00;05:00:00;;825.25;;3.136983169;660.5;;1074.25;;1207.25;709.75;13.97500014;67.39999962;1.070259422
2004-10-18 00:00:00;06:00:00;;1011;;9.203008831;947.25;;758.5;;1424.75;952.5;12.60000014;73.57500076;1.069885926
2004-10-18 00:00:00;07:00:00;;1236.5;;20.81746309;1319;;575.5;;1740.75;1270.5;13.30000019;70.42499924;1.07112063
2004-10-18 00:00:00;08:00:00;;1298.25;;26.76792941;1473.25;;513.5;;1884.25;1447.25;14.44999981;65.82499981;1.077305795
2004-10-18 00:00:00;09:00:00;;1153;;17.66942296;1229.75;;615.75;;1564.5;1295.75;16.77499962;57.77500057;1.094665735
2004-10-18 00:00:00;10:00:00;;1101;;14.22811432;1124;;645.5;;1520.75;1217.25;19.72500038;49.25;1.119907727
2004-10-18 00:00:00;11:00:00;;1214.5;;16.75237005;1202.5;;599.25;;1663.75;1341.25;21.10000038;47.15000057;1.165858649
2004-10-18 00:00:00;12:00:00;;1162.5;;15.98646191;1179.25;;607.75;;1640.5;1179.5;22.2249999;43.17500019;1.142658813
2004-10-18 00:00:00;13:00:00;;1284.5;;19.85983394;1292.5;;548.75;;1797;1364.75;21.44999981;47.22499943;1.192736002
2004-10-18 00:00:00;14:00:00;;1288.25;;18.45960751;1252.75;;537;;1763;1410.25;19.875;55.35000038;1.270222639
2004-10-18 00:00:00;15:00:00;;1362.25;;21.36801755;1334;;512;;1862.25;1529.25;20.32499981;54.02499962;1.274357266
2004-10-18 00:00:00;16:00:00;;1404.5;;22.77110656;1371.5;;497;;1882.75;1573.25;19.9749999;56.52499962;1.305142708
2004-10-18 00:00:00;17:00:00;;1610.25;;21.06405993;1449;;406.75;;2286.5;1810.25;19.7249999;57.77499962;1.313759728
2004-10-18 00:00:00;18:00:00;;1612.25;;19.3570133;1526.5;;397.5;;2223.75;1834.25;19.30000019;59.02499962;1.307661912
2004-10-18 00:00:00;19:00:00;;1520;;17.64996667;1604;;436;;2161;1672;18.5;60.25000095;1.270648217
2004-10-18 00:00:00;20:00:00;;1489.25;;15.94292004;1534;;443.5;;2079.5;1686;17.82500029;66.30000114;1.341039128
2004-10-18 00:00:00;21:00:00;;1181;;14.23587341;1124.25;;596.5;;1606;1301.75;17.62499952;65.94999886;1.317502898
2004-10-18 00:00:00;22:00:00;;994.5;;7.965244083;897.75;;761;;1408.5;1023.25;17.54999971;63.47499847;1.26216436
2004-10-18 00:00:00;23:00:00;;998.25;;7.410351292;874.5;;778.75;;1379.5;991.75;16.4749999;67.17500114;1.249111056
2004-10-19 00:00:00;00:00:00;;983.75;;7.165372354;864;;787.75;;1370.75;960;16.1500001;69.10000038;1.258998243
2004-10-19 00:00:00;01:00:00;;1022;;7.971303323;898;;745.5;;1413.5;955.25;14.875;74.72500038;1.256363734
2004-10-19 00:00:00;02:00:00;;950.75;;6.501546914;834.75;;787.5;;1354.25;887.25;14.0999999;76.67500114;1.227268311
2004-10-19 00:00:00;03:00:00;;909.75;;5.191654203;773;;841.5;;1302.5;850.75;14.0250001;76.60000229;1.22022786
2004-10-19 00:00:00;04:00:00;;931.75;;5.581302679;792;;818.25;;1322.75;903;14.875;73.75;1.239970892
2004-10-19 00:00:00;05:00:00;;974.25;;7.049951745;859;;772.25;;1382.75;954;15.22500014;73.125;1.256972649
2004-10-19 00:00:00;06:00:00;;1116.5;;11.46814679;1031;;668.75;;1527.5;1106.75;15.22500014;73.44999886;1.262559175
2004-10-19 00:00:00;07:00:00;;1367;;21.69199978;1342.75;;516.75;;1851.75;1441.75;15.20000029;74.72499847;1.282449223
2004-10-19 00:00:00;08:00:00;;1582.75;;22.61980828;1447.5;;404;;2316.25;1818;15.80000019;71.70000076;1.277959778
2004-10-19 00:00:00;09:00:00;;1525.75;;23.54761679;1552.25;;440.5;;2073.75;1802;16.625;68.35000038;1.282945198
2004-10-19 00:00:00;10:00:00;;1399;;24.47542529;1415.75;;485.25;;1894;1670.5;17.57500029;64.90000057;1.292506012
2004-10-19 00:00:00;11:00:00;;1436.25;;25.24307186;1435.25;;479.25;;1910.5;1709.75;18.32499981;63.79999924;1.331048729
2004-10-19 00:00:00;12:00:00;;1454.75;;26.53474874;1467.5;;474.25;;1945;1745.75;19.42500019;61.14999962;1.365173165
2004-10-19 00:00:00;13:00:00;;1310.5;;19.63678466;1286.25;;544.25;;1760.25;1495.25;20.90000057;58.09999943;1.419281894
2004-10-19 00:00:00;14:00:00;;1174.25;;13.40834197;1097.25;;640.25;;1596.25;1203.25;22.0250001;53.97500038;1.41138446
2004-10-19 00:00:00;15:00:00;;1242;;15.29984718;1158;;602;;1682;1252.333333;22.76666641;52.9666659;1.448171905
2004-10-19 00:00:00;16:00:00;;1266.75;;15.08443993;1151.25;;592.75;;1670.5;1527.5;21.69999981;57.55000019;1.475643947
2004-10-19 00:00:00;17:00:00;;1401;;21.0552844;1325.5;;529.5;;1886.5;1629.25;21.30000067;60.75;1.520459962
2004-10-19 00:00:00;18:00:00;;1428;;23.58301979;1392.75;;490.25;;1975.5;1607.75;21.15000057;61.72499943;1.530883326
2004-10-19 00:00:00;19:00:00;;1477.5;;25.72048469;1447.25;;473.75;;2017;1663.75;21.19999981;62.19999981;1.547346976
2004-10-19 00:00:00;20:00:00;;1518;;27.15508832;1482.75;;454;;2098.25;1665.75;20.7750001;65.09999943;1.578247353
2004-10-19 00:00:00;21:00:00;;1467.75;;24.42656217;1414.5;;470.25;;1985.25;1594;19.92500019;68.97500038;1.587748721
2004-10-19 00:00:00;22:00:00;;1369.25;;20.31818018;1305.25;;512.75;;1851.25;1421;18.75;73.70000076;1.578458319
2004-10-19 00:00:00;23:00:00;;1244;;14.75983347;1141;;571.25;;1670.75;1336.75;19.22500038;71.29999924;1.572347598
2004-10-20 00:00:00;00:00:00;;1216.75;;12.80902694;1077.25;;602.75;;1628;1269.5;18.9749999;71.60000038;1.554878504
2004-10-20 00:00:00;01:00:00;;1102.75;;10.03671847;979;;665.5;;1520;1156;19.45000029;69.74999809;1.559557909
2004-10-20 00:00:00;02:00:00;;1117.5;;9.286930935;950.5;;674.5;;1508.75;1124.25;19.39999962;70.10000038;1.562583221
2004-10-20 00:00:00;03:00:00;;1087.25;;9.28046386;950.25;;684.25;;1519;1048.5;18.42499971;74.47500038;1.563390012
2004-10-20 00:00:00;04:00:00;;1069.25;;8.794600711;931.25;;688.25;;1507.5;1043.5;18.7249999;73.42499733;1.57014711
2004-10-20 00:00:00;05:00:00;;1111.75;;10.20445424;985.25;;645;;1544;1108.5;18.39999962;74.57499886;1.563073353
2004-10-20 00:00:00;06:00:00;;1196.25;;13.05482847;1085.5;;594;;1659;1223.5;18.4749999;74.375;1.566119446
2004-10-20 00:00:00;07:00:00;;1522.25;;26.10113778;1456.75;;457.75;;2042.75;1611;18.8499999;73.02499962;1.573667281
2004-10-20 00:00:00;08:00:00;;1552.125;;26.14638963;1457.875;;371;;2039.125;2003.5;19.875;69.87499809;1.603555625
2004-10-20 00:00:00;09:00:00;;1582;;26.19164147;1459;;447.75;;2035.5;1776;21.29999971;66.14999962;1.655611854
2004-10-20 00:00:00;10:00:00;;1494.25;;23.05627912;1379;;466.5;;1964.5;1722.5;23;61.79999924;1.713476652
2004-10-20 00:00:00;11:00:00;;1631;;26.0408762;1455.25;;437.75;;2026.75;1915.5;22.4000001;64.57500172;1.727111814
2004-10-20 00:00:00;12:00:00;;1650;;28.11258682;1506;;423.5;;2092.5;1955.25;23.75;59.92500019;1.737604698
2004-10-20 00:00:00;13:00:00;;1640.25;;27.97789301;1502.75;;430.75;;2093.75;1894.25;24.70000029;56.94999981;1.747176194
2004-10-20 00:00:00;14:00:00;;1589;;24.5634838;1418;;451.5;;2015.25;1823;25.39999962;55.07499981;1.760963266
2004-10-20 00:00:00;15:00:00;;1537.5;;22.39323283;1361.5;;472.75;;1924.25;1792.75;25.6500001;54.5;1.768412749
2004-10-20 00:00:00;16:00:00;4.7;1597.25;;22.38225774;1572.75;652;424;167;2306.75;1956.25;24.77500057;57.65000057;1.776518993
2004-10-20 00:00:00;17:00:00;4.7;1614.3125;;22.37128264;1609.916667;650.6666667;348;194;2272.5;2014.625;24.625;58.94999981;1.800521248
2004-10-20 00:00:00;18:00:00;4.7;1631.375;;22.36030754;1647.083333;649.3333333;358.25;172;2238.25;2073;23.9000001;61.82499981;1.808780693
2004-10-20 00:00:00;19:00:00;4.7;1648.4375;;22.34933244;1684.25;648;373.25;134;2204;1922.75;23.04999971;65.875;1.831935968
2004-10-20 00:00:00;20:00:00;4.7;1665.5;;22.33835734;1553;629;409.25;130;2169.75;1779.5;22.44999981;67.69999886;1.816142475
2004-10-20 00:00:00;21:00:00;4.7;1506;;22.32738224;1359.75;529;458;113;1943.5;1608.5;22;69.17500114;1.806123348
2004-10-20 00:00:00;22:00:00;3.4;1378;;17.65240889;1229.25;405;510.75;99;1819.5;1466.25;21.75;69.60000038;1.790016107
2004-10-20 00:00:00;23:00:00;3.9;1447.75;;19.52122374;1283;461;495.75;109;1877.25;1503.75;21.87499952;68.30000114;1.769885011
2004-10-21 00:00:00;00:00:00;4.4;1480.75;;22.28979046;1358.75;486;467.25;105;1956.5;1518;21.70000029;69.70000076;1.78718309
2004-10-21 00:00:00;01:00:00;3.3;1289;;15.37995788;1160.5;335;552;91;1765.25;1289;21.2750001;70.32499886;1.757440998
2004-10-21 00:00:00;02:00:00;2;1109;;9.306343683;951.25;210;663.75;77;1569.75;1075.5;20.80000019;71.72500038;1.74150433
2004-10-21 00:00:00;03:00:00;1.5;994.25;;5.999005298;811.75;154.5;784;68;1452.5;946.75;21.44999981;68.97499847;1.742063841
2004-10-21 00:00:00;04:00:00;1.15;1015;;6.601880459;839.25;99;753.5;59;1473;969.5;21.44999981;69.34999847;1.751535011
2004-10-21 00:00:00;05:00:00;0.8;965.75;;5.141281572;770.5;149;829.5;60;1420;899.75;21.3499999;69.49999809;1.744731036
2004-10-21 00:00:00;06:00:00;1.3;1088.25;;8.800921243;931.5;203;705.75;72;1565;1034.25;21.47500038;67.52499962;1.708023581
2004-10-21 00:00:00;07:00:00;2.7;1303;;16.5863698;1197.5;332;578;83;1790.75;1234.75;21.92500067;64.75;1.682960906
2004-10-21 00:00:00;08:00:00;3.6;1440.25;;24.33871348;1412.25;446;493.75;104;2016;1455;22.62499952;61.39999962;1.664540837
2004-10-21 00:00:00;09:00:00;3.6;1392;;20.58079447;1312.5;524;517.25;119;1865.75;1477.5;22.57499981;61.54999924;1.66360592
2004-10-21 00:00:00;10:00:00;2.6;1248;;15.58101439;1166.75;347;572.25;105;1703.75;1393;25.47500038;52.30000019;1.679639292
2004-10-21 00:00:00;11:00:00;2;1197;;12.24325687;1058;273;633.5;91;1626;1237;26.97499943;47.625;1.670007048
2004-10-21 00:00:00;12:00:00;3.3;1357.25;;17.66091505;1229.5;404;542.25;103;1834;1372.5;25.20000029;53.27499962;1.683443265
2004-10-21 00:00:00;13:00:00;2.6;1263.25;;14.82293484;1143;358;577.5;107;1735.5;1310;26.55000019;49.32499981;1.687231543
2004-10-21 00:00:00;14:00:00;2.1;1261.25;;14.98119005;1148;312;584.5;111;1732.75;1287;27.1500001;48.47499943;1.717233472
2004-10-21 00:00:00;15:00:00;2.9;1381.75;;16.66098269;1199.75;369;538.75;101;1807.25;1413;26.94999981;50;1.750734571
2004-10-21 00:00:00;16:00:00;3;1400.25;;17.66942296;1229.75;362;518.75;102;1864;1483;26.4749999;52.17500019;1.776909338
2004-10-21 00:00:00;17:00:00;3.2;1443;;20.90879651;1321.5;335;488.25;101;1933.25;1538.5;27.0250001;51;1.793573735
2004-10-21 00:00:00;18:00:00;4.4;1630.25;;23.11045663;1519.5;447;426.75;118;2165.75;1691;25.875;55.80000019;1.834697158
2004-10-21 00:00:00;19:00:00;4.7;1615.25;;25.31211674;1660.75;576;381.5;120;2162.875;1846.25;25.07499981;59.39999962;1.863191447
2004-10-21 00:00:00;20:00:00;5;1600.25;;27.51377685;1491.5;486;432;107;2160;1664.75;24.70000029;58.67500019;1.800097697
2004-10-21 00:00:00;21:00:00;4.3;1524.75;;24.91706503;1427;439;449.5;104;2084.5;1576.5;23.57499981;62.24999905;1.78629013
2004-10-21 00:00:00;22:00:00;4.3;1544.25;;24.19259897;1408.5;462;448;91;2048.25;1603.25;22.4000001;67.07499886;1.793976304
2004-10-21 00:00:00;23:00:00;4.2;1455;;22.23345343;1357.25;441;466.25;91;1963.5;1529.5;21.60000038;69.17499924;1.76303613
2004-10-22 00:00:00;00:00:00;2.2;1202.75;;13.18223013;1089.75;223;592.5;74;1655.25;1204.75;21.32500029;68.47500038;1.716399183
2004-10-22 00:00:00;01:00:00;1.3;1038;;7.886652812;894.5;126;714.25;63;1473.75;998.75;21.17500019;68.625;1.704596436
2004-10-22 00:00:00;02:00:00;1;974.75;;5.897372578;807;116;788;57;1423.25;904.25;20.32499981;70.625;1.665922861
2004-10-22 00:00:00;03:00:00;0.7;916.75;;4.050256979;713.5;120.5;870.25;52.5;1354.75;843.25;20.82500029;67.25;1.635332584
2004-10-22 00:00:00;04:00:00;0.8;929.75;;4.567570831;741.25;125;848.75;48;1392;843;19.625;71.32500076;1.611973982
2004-10-22 00:00:00;05:00:00;0.9;959.5;;5.822959544;803.5;198;801.5;49;1435;885.75;18.67500019;74.39999962;1.586099996
2004-10-22 00:00:00;06:00:00;1;982;;6.484888376;834;185;769.6666667;55;1434.666667;910.6666667;19.79999987;69.19999949;1.580795558
2004-10-22 00:00:00;07:00:00;2.8;1359.25;;19.47685468;1281.75;425;540.5;78;1912;1318.75;19.79999971;69.42500114;1.58593545
2004-10-22 00:00:00;08:00:00;4.1;1499.5;;27.99859718;1503.25;465;436.75;91;2157.5;1926.5;20.375;66.69999886;1.578141797
2004-10-22 00:00:00;09:00:00;2.9;1314.75;;18.74662793;1261;341;535;88;1829.75;1554.25;22.25;60.62499905;1.606902101
2004-10-22 00:00:00;10:00:00;2.7;1307.25;;18.28657535;1247.75;316;524.75;83;1787;1564.75;22.62499952;59.92500114;1.624553945
2004-10-22 00:00:00;11:00:00;2.1;1235.25;;14.25916151;1125;241;573.5;81;1704.25;1461.75;24.4749999;54.54999924;1.651388359
2004-10-22 00:00:00;12:00:00;2.4;1309.75;;16.4705892;1194;266;537.75;83;1781.25;1486.5;24.4000001;55.44999981;1.671185191
2004-10-22 00:00:00;13:00:00;3.8;1458.5;;22.9135037;1375.25;412;467.25;111;2006.75;1689.75;25.95000029;51.92500019;1.71482234
2004-10-22 00:00:00;14:00:00;3.7;1460.5;;22.26161435;1358;394;473.5;112;2032.75;1602.5;26.8499999;49.12500095;1.710093021
2004-10-22 00:00:00;15:00:00;3.7;1476;;22.03675272;1352;365;473.5;112;1996;1568.25;26.42499971;49.84999943;1.692768552
2004-10-22 00:00:00;16:00:00;5.5;1612.25;;27.6990261;1496;548;428.5;137;2126.5;1743.25;26.94999981;48.60000038;1.701714016
2004-10-22 00:00:00;17:00:00;5.4;1654.25;;27.15703279;1546.25;494;434.5;152;2175.75;2006.5;26.1500001;48.89999866;1.633979469
2004-10-22 00:00:00;18:00:00;5.1;1600.833333;;26.61503947;1606.125;525;373;163;2257.375;2002.125;24.29999971;54.32499981;1.627593612
2004-10-22 00:00:00;19:00:00;4.8;1547.416667;;26.07304615;1666;556;397;135;2339;1997.75;23.3499999;58.125;1.64567134
2004-10-22 00:00:00;20:00:00;4.5;1494;;25.53105284;1442.5;467;454.25;119;2019.75;1795.25;22.29999971;62.50000095;1.661591455
2004-10-22 00:00:00;21:00:00;2.5;1250.5;;13.71237081;1107.25;297;578.75;91;1657;1406.5;21.30000019;66.14999962;1.655611901
2004-10-22 00:00:00;22:00:00;1.6;1131.5;;9.658722783;964.75;164;669;74;1502.25;1211;21.17500019;65.69999981;1.631941501
2004-10-22 00:00:00;23:00:00;1.7;1157.5;;9.790648164;969.75;196;663.75;73;1509.25;1201.75;20.2750001;68.07500267;1.600884084
2004-10-23 00:00:00;00:00:00;1.7;1145.75;;10.13721772;982.75;201;672.75;71;1518;1136.25;20.42500019;66.69999886;1.582957809
2004-10-23 00:00:00;01:00:00;1.1;993;;6.025873721;813;132;792.25;57;1412.75;946;19.92500019;67.52499962;1.554370876
2004-10-23 00:00:00;02:00:00;1;989;;6.047405305;814;146;799.75;51;1418.25;915.25;19.125;69.95000076;1.533126129
2004-10-23 00:00:00;03:00:00;0.8;943;;4.649130358;745.5;120;852;46.5;1373.5;863.75;19.34999943;68.125;1.51390645
2004-10-23 00:00:00;04:00:00;0.75;910;;4.027580344;712.25;94;871.5;42;1341;835.5;19.62499952;66.92499924;1.512532117
2004-10-23 00:00:00;05:00:00;0.7;925;;4.581918959;742;127;875.75;43;1381;841.5;18.10000038;72.10000038;1.483419072
2004-10-23 00:00:00;06:00:00;1.2;1038.75;;7.587481564;882;217;724.25;52;1473;1002;18.14999962;72.32500076;1.492660682
2004-10-23 00:00:00;07:00:00;2.3;1207.75;;13.6056302;1103.75;394;597.75;65;1699.25;1164.5;17.60000038;74.75000191;1.490986146
2004-10-23 00:00:00;08:00:00;3;1267.75;;15.97830947;1179;511;545.25;69;1753;1294;18.17499971;72.80000114;1.504790011
2004-10-23 00:00:00;09:00:00;3.3;1352.75;;18.89522317;1265.25;523;507.25;91;1832.75;1475;20.17500019;65.77499771;1.537387264
2004-10-23 00:00:00;10:00:00;2.8;1317.25;;15.72646387;1171.25;471;542;92;1726.5;1435.5;21.64999962;61.40000057;1.569613537
2004-10-23 00:00:00;11:00:00;3;1355.75;;16.2400662;1187;441;533.75;102;1738;1464.5;23.25;57.45000076;1.616870025
2004-10-23 00:00:00;12:00:00;3.4;1413.5;;19.38824572;1279.25;414;503.5;118;1853.5;1583.25;25.00000048;52.37499905;1.635578558
2004-10-23 00:00:00;13:00:00;3;1325.75;;16.87733247;1206.25;317;533;111;1785.25;1432.25;25.44999981;50.75000095;1.627462441
2004-10-23 00:00:00;14:00:00;2.3;1211.25;;12.51376044;1067.25;230;609.25;101;1608;1269.5;26.125;47.125;1.572362185
2004-10-23 00:00:00;15:00:00;3.1;1324;;15.76696872;1172.5;365;563.5;119;1748.75;1354.25;26.9749999;44.17500019;1.549030209
2004-10-23 00:00:00;16:00:00;3;1323.5;;16.02725069;1180.5;360;564.5;115;1747;1318.25;27.17500067;42.97500038;1.524612986
2004-10-23 00:00:00;17:00:00;3.3;1360.5;;16.29756706;1188.75;420;548.75;120;1776;1350.75;25.625;48.27500153;1.564122549
2004-10-23 00:00:00;18:00:00;4;1475.25;;21.00030035;1324;475;489.75;115;1924.5;1530.25;23.32499981;57.92500019;1.637561343
2004-10-23 00:00:00;19:00:00;4.6;1537.25;;23.13258057;1381;526;468.75;118;2015.5;1615;22.1500001;63.62499905;1.676297193
2004-10-23 00:00:00;20:00:00;4.1;1412.75;;17.70347205;1230.75;460;519.75;117;1853;1414.75;21.57499981;67.69999886;1.722837686
2004-10-23 00:00:00;21:00:00;2.3;1228.5;;12.15606769;1055;255;606.5;96;1667.75;1219.25;21.0250001;69.29999924;1.705773582
2004-10-23 00:00:00;22:00:00;2.6;1296.5;;14.58689688;1135.5;283;567;89;1725.25;1306.75;20.29999971;70.47500038;1.659852361
2004-10-23 00:00:00;23:00:00;2.6;1302;;13.1222107;1087.75;271;594.25;84;1638.75;1297.25;20.04999971;69.45000076;1.610942003
2004-10-24 00:00:00;00:00:00;2.9;1346.75;;15.53265931;1165.25;315;573;97;1740.75;1320.75;19.67500019;70.10000229;1.58914814
2004-10-24 00:00:00;01:00:00;2.1;1164.5;;11.77416541;1041.75;227;631.25;68;1620.5;1132.5;19.5;70.67500114;1.585093255
2004-10-24 00:00:00;02:00:00;2.1;1155.25;;10.93570396;1012;243;632.75;66;1576.5;1124.25;19.44999981;71.375;1.595891693
2004-10-24 00:00:00;03:00:00;1.5;1049.5;;8.406516915;915.75;192.5;696.25;58.5;1512.25;997;19.30000019;71.07500076;1.574622143
2004-10-24 00:00:00;04:00:00;1.45;1035.25;;6.958191196;855;142;731;51;1466.5;952;18.6500001;73.77499962;1.570352973
2004-10-24 00:00:00;05:00:00;1.4;1057.25;;8.624678823;924.5;139;683.5;48;1503;972.25;18.0250001;75.39999962;1.544126757
2004-10-24 00:00:00;06:00:00;1.2;1029.25;;7.528239978;879.5;182;708.5;47;1450.75;964.75;17.2750001;78.375;1.532011567
2004-10-24 00:00:00;07:00:00;1.5;1036.75;;8.056338823;901.5;196;704;48;1480.75;984.25;17.49999952;76.55000114;1.51743039
2004-10-24 00:00:00;08:00:00;0.9;919.75;;4.823871521;754.5;108;852.75;45;1359.25;879.75;19.9749999;66.70000076;1.540079969
2004-10-24 00:00:00;09:00:00;1.4;1079.75;;7.790381565;890.5;175;732;59;1476.75;1001.25;19.14999962;70;1.536581426
2004-10-24 00:00:00;10:00:00;2.1;1151.75;;9.698220271;966.25;266;660.75;84;1542;1137;21.42500019;61.65000057;1.554706665
2004-10-24 00:00:00;11:00:00;1.6;1085;;8.449958593;917.5;179;721.25;72;1466.5;1023;24.57500029;50.44999981;1.536347276
2004-10-24 00:00:00;12:00:00;1.5;1070.5;;7.581548499;881.75;154;744.75;68;1430.5;962.25;24.9749999;49.05000019;1.529484001
2004-10-24 00:00:00;13:00:00;1.1;1000.25;;5.902703204;807.25;95;811.25;52;1376;825.25;25.32500029;46.72500038;1.487392663
2004-10-24 00:00:00;14:00:00;1.4;1057.5;;7.41622688;874.75;151;755.75;70;1420.75;877;24.8499999;47.87500095;1.481855655
2004-10-24 00:00:00;15:00:00;2;1184;;10.13050449;982.5;230;666.5;90;1537;1045.5;25.30000019;47.97499943;1.524934722
2004-10-24 00:00:00;16:00:00;2;1189;;9.652146551;964.5;239;669.75;87;1533;1059.75;26.45000029;44.92499924;1.527762202
2004-10-24 00:00:00;17:00:00;2.5;1277;;11.80280679;1042.75;306;613.75;99;1630.75;1154.5;24.99999952;50.05000114;1.562972899
2004-10-24 00:00:00;18:00:00;4.3;1482.25;;20.30915017;1305;472;503.25;128;1874;1464;22.92499971;57.55000019;1.588489317
2004-10-24 00:00:00;19:00:00;5.2;1554.5;;24.26073906;1410.25;532;463.75;127;1970.75;1711.25;21.67500067;62.94999981;1.611669991
2004-10-24 00:00:00;20:00:00;3.4;1323.5;;15.62135922;1168;375;568.25;99;1715.5;1958.5;21.75;62.95000076;1.61898728
2004-10-24 00:00:00;21:00:00;1.3;1015;;7.289367341;869.3333333;147;747;72;1439;1375;21.16666667;63.43333308;1.574843302
2004-10-24 00:00:00;22:00:00;1.2;1009.5;;7.078731969;860.25;118;768;62;1449.75;1211.5;20.1500001;65.77500057;1.535043075
2004-10-24 00:00:00;23:00:00;1.7;1080.75;;8.965933938;938;181;697;62;1517.25;1273;18.44999981;71.52499962;1.503783388
2004-10-25 00:00:00;00:00:00;1.7;1071;;8.902312882;935.5;209;695.25;63;1515.75;1249.25;17.94999981;72.39999962;1.475815755
2004-10-25 00:00:00;01:00:00;1.4;1013.75;;7.153794346;863.5;167;745;56;1474.25;1097.25;16.89999962;75.375;1.43932543
2004-10-25 00:00:00;02:00:00;0.9;890.5;;4.439302291;734.5;112;877.5;44;1352.5;933.25;16.50000024;75.47499847;1.405646624
2004-10-25 00:00:00;03:00:00;0.7;873.5;;4.068437355;714.5;110;888.5;40.5;1315.25;858.25;15.4000001;79.02499962;1.37347558
2004-10-25 00:00:00;04:00:00;0.8;881.75;;4.326596003;728.5;108;874.75;37;1318.75;870.25;15.45000029;78.57500076;1.369967285
2004-10-25 00:00:00;05:00:00;0.9;940.25;;5.870750254;805.75;181;799.75;48;1392.25;1013;16.17500019;76.875;1.402856976
2004-10-25 00:00:00;06:00:00;1.2;1019.75;;7.217572132;866.25;253;749.25;59;1440.25;1086.75;15.77499986;79.62500191;1.416982578
2004-10-25 00:00:00;07:00:00;3.2;1316;;18.45093941;1252.5;521;526.5;77;1779.75;1565.5;16.00000024;76.29999924;1.377152368
2004-10-25 00:00:00;08:00:00;4.4;1422.75;;24.9762046;1428.5;649;467.25;88;1997.75;1631.25;16.27499962;74.30000114;1.364396691
2004-10-25 00:00:00;09:00:00;3.5;1313.5;;18.79028049;1262.25;516;530.75;111;1754.25;1564;18.67500019;66.32500076;1.413952742
2004-10-25 00:00:00;10:00:00;3.2;1317.25;;19.51234648;1282.75;487;518;114;1811.5;1600.75;20.5;60.17500019;1.43464263
2004-10-25 00:00:00;11:00:00;3;1304.75;;18.1830897;1244.75;529;524.25;108;1741.75;1539.25;19.3499999;66.17500114;1.470572682
2004-10-25 00:00:00;12:00:00;3.5;1351.25;;20.03904612;1297.5;565;497.75;111;1821;1576.5;20.0250001;63.92500114;1.480522837
2004-10-25 00:00:00;13:00:00;4;1438;;24.83830528;1425;558;451;126;1971.25;1732;21.375;59.375;1.492810411
2004-10-25 00:00:00;14:00:00;3.8;1454;;23.07534441;1379.5;568;456.75;117;1947.25;1672;21.4749999;60.87500095;1.539813917
2004-10-25 00:00:00;15:00:00;4.2;1512;;25.46141269;1440.75;605;432;119;2034.25;1744.25;21.62500048;60.92499924;1.555119637
2004-10-25 00:00:00;16:00:00;5;1584;;24.40948767;1597.25;586.1666667;392;125;2176.25;1844.5;21.57500029;62.02500057;1.578419695
2004-10-25 00:00:00;17:00:00;4.7;1584.875;;23.35756265;1600.3125;567.3333333;329.75;158;2189.625;1898.5;21.74999952;61.89999962;1.591982651
2004-10-25 00:00:00;18:00:00;4.4;1585.75;;22.30563762;1603.375;548.5;339.5;149;2203;1952.5;21.04999971;64.85000038;1.598662977
2004-10-25 00:00:00;19:00:00;4.1;1586.625;;21.2537126;1606.4375;529.6666667;352.25;136;2216.375;2006.5;20.0250001;68.57500076;1.58821827
2004-10-25 00:00:00;20:00:00;3.8;1587.5;;20.20178758;1609.5;510.8333333;400;112;2229.75;1791.25;19.2750001;71.44999886;1.580501828
2004-10-25 00:00:00;21:00:00;3.5;1319;;19.14986255;1272.5;492;511;87;1806;1443.75;18.4749999;73.42499924;1.546115215
2004-10-25 00:00:00;22:00:00;3.5;1312.5;;19.59230374;1285;464;505.25;82;1802.5;1373;17.74999952;75.625;1.52255323
2004-10-25 00:00:00;23:00:00;1.9;1073.25;;10.7285059;1004.5;258;660.5;67;1488.25;1110;18.5250001;70.40000153;1.48700078
2004-10-26 00:00:00;00:00:00;2.2;1119.25;;12.18510123;1056;311;624.25;68;1561.75;1098.5;16.95000029;76.125;1.458190356
2004-10-26 00:00:00;01:00:00;1.6;989.25;;8.019847934;900;231;737;60;1401;967.5;16.8499999;74.89999771;1.425797318
2004-10-26 00:00:00;02:00:00;1;911.5;;5.487932184;787.5;127;822.25;48;1331.25;847.25;15.54999995;78.54999924;1.378190555
